chapter,question_type,question,options,answer
11,Multiple Choice,要不断创新社会治理的理念思路、体制机制和方法手段，打造(  )、(  )、(  )的社会治理新格局，坚定不移走中国特色社会主义社会治理之路。,A. 共商;B. 共治;C. 共建;D. 共享,BCD
11,Multiple Choice,改革开放以来，按照现行贫困标准计算，我国(  )农村贫困人口摆脱贫困;按照世界银行国际贫困标准，我国减贫人口占同期全球减贫人口(  )%以上。,A. 5.7亿;B. 50;C. 70;D. 7.7亿,CD
11,Multiple Choice,建设(  )、(  )、(  )的社会治理共同体，确保社会治理过程人民参与、成效人民评判、成果人民共享。,A. 人人享有;B. 人人尽责;C. 人人有责;D. 人人负责,ABC
11,Multiple Choice,新时代加强和创新社会治理，要求坚持(  )，探索一条符合中国社会发展实际、更可持续的中国特色社会主义社会治理之路。,A. 系统治理;B. 源头治理;C. 综合治理;D. 依法治理,ABCD
11,Multiple Choice,以下属于社会治理面临的复杂形势环境的是(  )、(  )、(  )、(  )。,A. 人民群众对社会事务参与意愿更加强烈，加大凝聚共识难度;B. 资源环境约束趋紧;C. 社会阶层结构分化，加重社会治理任务;D. 社会利益关系日趋复杂,ACD
11,Multiple Choice,党的十八大以来，现行标准下(  )农村贫困人口全部脱贫，(  )个贫困县全部摘帽，(  )个贫困村全部出列，区域性整体贫困得到解决，完成了消除绝对贫困的艰巨任务。,A. 12.8万;B. 832个;C. 22.8万;D. 9899万,ABD
11,Multiple Choice,理念是完善社会治理体系的先导，必须坚持(  )、(  )、(  )的社会治理理念。,A. 共享;B. 共商;C. 共治;D. 共建,ACD
11,Multiple Choice,发挥再分配的调节作用，加大(  )、(  )、(  )的调节力度，提高精准性。,A. 税收;B. 劳动报酬;C. 转移支付;D. 社保,ACD
11,Multiple Choice,我们要实现好、维护好、发展好最广大人民根本利益，紧紧抓住人民最关心最直接最现实的利益问题，坚持尽力而为、量力而行。增进民生福祉的主要举措包括(  )。,A. 完善分配制度;B. 实施就业优先战略;C. 健全社会保障体系;D. 推进健康中国建设,ABCD
11,Multiple Choice,(  )是解决民生问题的“总钥匙”，(   )是发展的“指南针”。,A. 外交;B. 民生;C. 国防;D. 发展,BD
11,Multiple Choice,实施精准扶贫方略，推进“五个一批”工程，下列属于“五个一批”工程的有(  )。,A. 发展生产脱贫一批;B. 发展教育脱贫一批;C. 易地搬迁脱贫一批;D. 生态补偿脱贫一批,ABCD
11,Multiple Choice,社会保障是保障和改善民生、维护社会公平、增进人民福祉的基本制度保障，是促进经济社会发展、实现广大人民群众共享改革发展成果的重要制度安排，发挥着(  )、(  )、(  )的作用，是治国安邦的大问题。,A. 民生保障安全网;B. 经济发展晴雨表;C. 收入分配调节器;D. 经济运行减震器,ACD
11,Multiple Choice,中国共产党领导人民(  )、(  )，守的是(  )。,A. 守江山;B. 人民的心;C. 打江山;D. 固江山,ABC
11,Multiple Choice,(  )、(  )是保障和改善民生的重要方针。,A. 铢施两较;B. 量力而行;C. 能省即省;D. 尽力而为,BD
11,Multiple Choice,优化收入分配结构，构建(  ) 、(  ) 、(  ) 协调配套的制度体系。,A. 二次分配;B. 再分配;C. 初次分配;D. 第三次分配,BCD
11,True or False,经济发展与改善民生二者是是“鱼与熊掌不可兼得”的。,A. 对;B. 错,B
11,True or False,初次分配发挥调节作用。,A. 对;B. 错,B
11,True or False,乡村是重大矛盾风险的产生地、集聚地。,A. 对;B. 错,B
11,True or False,增进民生福祉是坚持立党为公、执政为民的本质要求。,A. 对;B. 错,A
11,True or False,经济快速发展会自动实现民生的改善。,A. 对;B. 错,B
12,Single Choice,(  )，是全面建设社会主义现代化国家的重要目标，也是满足人民日益增长的优美生态环境需要的必然要求。,A. 建设美丽中国;B. 建设美丽世界;C. 生态文明建设;D. 绿水青山就是金山银山,A
12,Single Choice,以下思想不是中华文明的鲜明特色和独特标识的是(  )。,A. 道法自然;B. 我思故我在;C. 天地与我共生，而万物与我为一;D. 天人合一,B
12,Single Choice,要站在对人类文明负责的高度，秉持共商共建共享的全球治理观，携手应对气候变化、海洋污染、生物保护等全球性环境问题，实现联合国(  )可持续发展目标，扎实推动全球生态文明之路行稳致远。,A. 2035年;B. 2030年;C. 2060年;D. 2025年,B
12,Single Choice,应对生态环境挑战，必须摒弃“单边主义”“极端利己主义”“甩锅推责”，打造(  )的全球生态治理体系。,A. 美丽世界;B. 命运与共;C. 多元共治;D. 携手合作,C
12,Single Choice,(  )把“增强绿水青山就是金山银山的意识”等写入党章。,A. 党的二十大;B. 党的十九大;C. 党的十八届三中全会;D. 党的十八大,B
12,Single Choice,(  )，这是重要的发展理念，也是推进现代化建设的重大原则。,A. 绿水青山就是金山银山;B. 生态文明建设;C. 人与自然和谐共生;D. 山水林田湖草沙治理,A
12,Single Choice,习近平指出:“绿色发展，就其要义来讲，是要解决好(  )问题。”,A. 人与自然和谐共生;B. 生态环境保护;C. 美丽中国建设;D. 生物多样性,A
12,Single Choice,中国提前完成2020年应对气候变化和设立自然保护区相关目标，……力争2030年前实现碳达峰，努力争取(  )前实现碳中和。,A. 2035年;B. 2050年;C. 2045年;D. 2060年,D
12,Single Choice,习近平指出:“(  )是最公平的公共产品，是最普惠的民生福祉。”,A. 良好的生态环境;B. 生活环境;C. 社会福利;D. 土地,A
12,Single Choice,科学划定自然保护地保护范围及功能分区，构建以(  )为主体、自然保护区为基础、各类自然公园为补充的自然保护地体系。,A. 名山大川;B. 生态环境;C. 原始森林;D. 国家公园,D
12,Single Choice,(  )是关系中华民族永续发展的根本大计。,A. 保护环境;B. 生物多样性;C. 绿色低碳;D. 生态文明建设,D
12,Single Choice,"中国成功承办联合国《生物多样性公约》第(  )次缔约方大会，推动国际社会达成“昆明一蒙特利尔全球生物多样性框架”等一揽子具有里程碑意义的成果,为全球生物多样性治理确定了目标、明确了途径。",A. 十五;B. 十八;C. 十七;D. 二十,A
12,Single Choice,(  )问题是全球生态环境治理领域的突出问题，是全人类共同面临的重大挑战。,A. 生态破坏;B. 人类生存;C. 气候变化;D. 粮食安全,C
12,Single Choice,“二月天杨柳醉春烟，三月三来山青草漫漫，最美是人间四月的天，一江春水绿如蓝。”2024央视春晚歌曲《上春山》深受观众喜爱。歌曲描绘了相约好友家人一起踏春的场景，展现了一幅优美的春日画卷。这首歌曲反映了( )。,A. 人民日益增长的优美生态环境需要;B. 绿水青山就是金山银山的理念;C. 人民要尊重自然、顺应自然、保护自然;D. 生态文明建设的重要性,A
12,Single Choice,(  )是工业文明发展到一定阶段的产物，是人类社会进步的重大成果。,A. 政治文明;B. 人类文明;C. 农业文明;D. 生态文明,D
12,Single Choice,制度的生命力在于( )，关键在真抓，靠的是严管。,A. 执行;B. 建立;C. 保障;D. 监督,A
12,Multiple Choice,生态文明是人民群众共同参与共同建设共同享有的事业，每个人都是生态环境的()。,A. 利用者;B. 保护者;C. 受益者;D. 建设者,BCD
12,Multiple Choice,生态环境问题归根到底是(  )问题。,A. 社会发展方式;B. 教育方式;C. 生活方式;D. 经济发展方式,CD
12,Multiple Choice,绿水青山既是(  )，又是(  )。,A. 社会财富;B. 自然财富;C. 经济财富;D. 生态财富,ABCD
12,Multiple Choice,继续促进可持续发展，把一个清洁美丽的世界留给子孙后代，需要国际社会加强合作，秉持(  )，共建地球生命共同体，共建清洁美丽世界，书写人与自然和谐共生的美好画卷。,A. 以绿色转型为驱动;B. 生态文明理念;C. 以国际法为基础;D. 以人民福祉为中心,ABCD
12,Multiple Choice,激发起全社会共同呵护生态环境的内生动力，增强全民(   )，培育生态道德和行为准则，开展全民绿色行动。,A. 监督意识;B. 环保意识;C. 节约意识;D. 生态意识,BCD
12,Multiple Choice,坚持生态优先、绿色发展，把生态环境优势转化为(  )等生态经济优势，绿水青山就变成了金山银山。,A. 生态旅游;B. 生态工业;C. 生态农业;D. 生态交通,ABC
12,Multiple Choice,森林既是(  )，也是(  )，开展全民义务植树是推进国土绿化、建设美丽中国的生动实践。,A. 钱库;B. 碳库;C. 水库;D. 粮库,ABCD
12,Multiple Choice,大自然是人类赖以生存发展的基本条件，(  )是全面建设社会主义现代化国家的内在要求。,A. 顺应自然;B. 尊重自然;C. 保护自然;D. 融入自然,ABC
12,Multiple Choice,强化国土空间规划和用途管控，划定落实(  )三条控制线以及各类海域保护线。,A. 环境科学治理;B. 永久基本农田;C. 城镇开发边界;D. 生态保护红线,BCD
12,Multiple Choice,中国致力于推动共建地球生命共同体，积极参与全球环境治理，是全球生态文明建设的重要( )、( )、( )。,A. 建设者;B. 参与者;C. 引领者;D. 贡献者,BCD
12,Multiple Choice,做好绿化祖国这项重要工作，习近平总书记在2024年4月3日参加首都义务植树活动期间提出要(  )并举。,A. 护绿;B. 植绿;C. 扩绿;D. 兴绿,ACD
12,Multiple Choice,生态环境问题，归根到底是(  )造成的。,A. 资源过度开发;B. 粗放利用;C. 奢侈消费;D. 生态腐败,ABC
12,Multiple Choice,统筹(  )，加强河流和湿地生态流量管理。,A. 水安全;B. 水环境;C. 水生态;D. 水资源,ABCD
12,Multiple Choice,健全(  )的生态环境保护体系。,A. 责任追究;B. 过程控制;C. 源头预防;D. 损害赔偿,ABCD
12,Multiple Choice,优化国土空间开发布局，严守(  )三条红线，以国家重点生态功能区为支撑，实施全国重要生态系统保护和修复重大工程，筑牢国家生态安全屏障。,A. 资源利用上线;B. 国土规划红线;C. 环境质量底线;D. 生态保护红线,ACD
12,True or False,共建清洁美丽世界，要坚持共同但有区别的责任原则。,A. 对;B. 错,A
12,True or False,健全绿色发展的保障体系，要统筹各领域资源，打好法治、市场、科技“组合拳”。,A. 对;B. 错,B
12,True or False,党的十九大把生态文明建设纳入“五位一体”总体布局之中，并提出建设美丽中国。,A. 对;B. 错,B
12,True or False,建设人与自然和谐共生的地球家园，要以绿色转型为驱动，坚持单边主义，推动全球环境治理体系更加公平合理，携手共建清洁美丽世界。,A. 对;B. 错,B
12,True or False,绿水青山就是金山银山理念，阐明了经济发展与生态环境保护之间的关系。,A. 对;B. 错,A
13,Single Choice,“安而不忘危，存而不忘亡，治而不忘乱”对应强调的是以下哪个方面(   )。,A. 注重民本思想;B. 强调忧患意识;C. 倡导和平共处;D. 积极练兵备战,B
13,Single Choice,总体国家安全观以(  )为宗旨，坚持国家安全一切为了人民。,A. 人民安全;B. 国内安全;C. 国际安全;D. 政治安全,A
13,Single Choice,歌曲《国家》唱道:“家是最小国，国是千万家;国家安全不是遥远的“谍战片”，而是与我们每一个人、每一个家庭息息相关。在维护国家安全，人人不是局外人、旁观者，需要公民与政府共同努力，凝聚维护国家安全的强大合力。维护国家安全①是公民的政治义务，是为了保障人民的利益;②要坚持国家利益高于一切的原则，放弃个人利益;③要求公民提升防范意识，配合相关国家机关的工作;④要坚持权利与义务统一的原则，正确处理好个人与他人的关系,A. ①④;B. ②③;C. ①③;D. ②④,C
13,Single Choice,总体国家安全观的关键是(  )。,A. “安全”;B. “总体”;C. “国家”;D. 意识形态,B
13,Single Choice,(   )是应对国家安全形势新变化新趋势的战略选择，是全面贯彻落实总体国家安全观的重大举措。,A. 建立强大的军队;B. 构建新发展格局;C. 统筹稳定和发展;D. 构建新安全格局,D
13,Single Choice,维护制度安全，最主要是(   )。,A. 坚持和完善中国特色社会主义制度;B. 全面深化改革;C. 推进国家治理体系和治理能力现代化;D. 坚持和完善人民代表大会制度,A
13,Single Choice,《国家安全法》规定:每年的(   )为全民国家安全教育日。,A. 4月15日;B. 4月1日;C. 12月4日;D. 3月15日,A
13,Single Choice,要坚定不移走中国特色国家安全道路，统筹发展和安全，把维护(  )放在首要位置，守好重点领域国家安全的主阵地、主战场，加快构建统筹各领域安全的新安全格局。,A. 经济安全;B. 国土安全;C. 人民安全;D. 政治安全,D
13,Single Choice,发展环境越是严峻复杂，越要坚定不移(  )，健全各方面制度，完善治理体系，促进制度建设和治理效能更好转化融合。,A. 深化改革;B. 构筑安全屏障;C. 提高社会治理能力;D. 防范化解重大风险,A
13,Single Choice,聚焦保障人民安宁，坚持以(  )为导向，更快破大案、更多破小案、更准办好案、更好控发案，切实保护人民群众人身权、财产权、人格权。,A. 安全保障;B. 安居乐业;C. 群众期盼;D. 社会稳定,C
13,Single Choice,国家安全法律制度体系加快形成，以(  )为引领，制定出台国家情报法、反恐怖主义法、境外非政府组织境内活动管理法、反间谍法、网络安全法、核安全法、数据安全法等一系列国家安全法律法规。,A. 国际安全法;B. 宪法;C. 国家安全法;D. 反分裂国家法,C
13,Single Choice,(  )与人民群众切身利益关系最密切，是人民群众安全感的晴雨表，是社会安定的风向标。,A. 政治安全;B. 经济安全;C. 军事安全;D. 社会安全,D
13,Single Choice,(   )强调“统筹发展和安全”，并将其写入党章。,A. 党的二十大;B. 党的十九届六中全会;C. 党的十八届四中全会;D. 党的十九大,A
13,Single Choice,习近平指出:“实现中华民族伟大复兴的中国梦，保证人民安居乐业，(  )是头等大事。”,A. 国家安全;B. 经济发展;C. 社会和谐;D. 保护环境,A
13,Single Choice,习近平指出:“(  )是老百姓解决温饱后的第一需求，是极重要的民生，也是最基本的发展环境。”,A. 教育;B. 就业;C. 生态;D. 平安,D
13,Multiple Choice,以下反映中华优秀传统文化中蕴含着丰富的国家安全战略思想的是( )。,A. 生于忧患，死于安乐;B. 亲人善邻，国之宝也;C. 内事文而和，外事武而义;D. 美人之美，美美与共,ABC
13,Multiple Choice,新时代国家安全得到全面加强，体现在(   ),A. 国家安全体系和能力建设取得突破性进展;B. 国家主权、安全、发展利益得到全面维护;C. 党对国家安全工作的领导更加有力;D. 维护国家安全的民心基础更加巩固;E. 平安中国建设迈向更高水平,ABCDE
13,Multiple Choice,建设平安中国，必须(    )。,A. 聚焦影响国家安全和社会稳定的突出问题;B. 推进安全生产风险专项整治，加强重点行业、重点领域安全监管。;C. 推动公共安全治理模式由以事后处置为主向以事前预防为主转型;D. 坚持安全第一、预防为主，建立大安全大应急框架;E. 加强国家区域应急力量建设,ABCDE
13,Multiple Choice,进入新时代，我国面临更为严峻复杂的国家安全形势，从内部环境来看，包括(   )。,A. 既有可以预料的风险又有难以预料的风险，既有“黑天鹅”事件又有“灰犀牛”事件，而且各类风险成因多样、彼此交织;B. 风险呈现形态更加复杂，既有显性风险又有隐性风险;C. 和平与发展的时代主题面临严峻挑战;D. 粮食、能源、资源、金融和产业链供应链安全面临重大考验;E. 重点领域关键环节改革任务仍然艰巨，科技创新能力存在卡点瓶颈,ABDE
13,Multiple Choice,要提升维护国土安全能力，加强(  )建设，坚决捍卫领土主权和海洋权益。,A. 海防;B. 边防;C. 空防;D. 陆防,ABC
13,Multiple Choice,全面加强(   )，提高各级领导干部统筹发展和安全能力，增强(  )，筑牢国家安全人民防线,A. 文化素质教育;B. 国家安全教育;C. 爱国主义教育;D. 全民国家安全意识和素养,BD
13,Multiple Choice,进入新时代，我国面临更为严峻复杂的国家安全形势，从外部环境来看包括(  ),A. 地区热点和局部冲突此起彼伏，国际局势变得更加复杂动荡;B. 气候变化、粮食安全、能源安全等全球性问题日趋尖锐复杂;C. 意识形态领域存在不少挑战，重点领域风险敞口加大;D. 世界战略格局、全球治理体系、综合国力竞争进入深度变迁的历史进程,ABD
13,Multiple Choice,总体国家安全观强调(   )。,A. 做好国家安全工作的系统思维和方法，加强科学统筹;B. 维护国家安全要贯穿党和国家工作各方面全过程;C. 全社会全政府全体系全手段应对重大国家安全风险挑战;D. 打总体战，形成汇聚党政军民学各战线各方面各层级的强大合力,ABCD
13,Multiple Choice,总体国家安全观以(  )为保障，建立完善强基固本、化险为夷的各项对策措施，为维护国家安全提供硬实力和软实力保障。,A. 军事安全;B. 社会安全;C. 科技安全;D. 文化安全,ABCD
13,Multiple Choice,政治安全涉及国家(   )的稳固，是一个国家最根本的需求。,A. 意识形态;B. 政权;C. 制度;D. 主权,ABCD
13,Multiple Choice,网络安全已经成为我国面临的(  )的非传统安全问题之一。,A. 最严峻;B. 最复杂;C. 最普遍;D. 最现实,ABD
13,Multiple Choice,维护外部安全要做到(  )。,A. 要推进国际共同安全，不断完善参与国际和区域安全合作的机制;B. 切实维护我国海外利益安全，努力形成强有力的海外利益安全保障体系;C. 要推动建设有关领域安全治理新机制新规则，为全球安全治理贡献智慧和力量;D. 要秉持一成不变的安全理念，塑造外部安全环境,ABC
13,Multiple Choice,对新安全格局和新发展格局关系的正确理解是(   )。,A. 只有以新安全格局保障新发展格局，才能在各种可以预见和难以预见的风险挑战中增强我国的生存力、竞争力、发展力、持续力;B. 以新安全格局保障新发展格局，必须统筹维护国家安全各类要素、各方资源、各种手段，主动塑造有利的外部安全环境;C. 新安全格局是新发展格局的重要前提和保障。;D. 只有以新安全格局保障新发展格局，才能夯实我国经济发展的根基、增强发展的安全性稳定性,ABCD
13,Multiple Choice,关于发展和安全之间的关系，下列说法正确的是(  ),A. 发展是解决安全问题的总钥匙，发展就是最大的安全;B. 发展和安全是一体之两翼，驱动之双轮，必须同步推进;C. 安全是发展的条件和保障，没有国家安全，发展取得的成果也可能毁于一旦;D. 国家安全是民族复兴的根基，为了维护国家安全可以舍弃发展,ABC
13,Multiple Choice,总体国家安全观(   )。,A. 回答了如何解决好中华民族伟大复兴关键时期面临的特殊安全问题;B. 系统提出了一系列具有原创性、时代性的重要观点;C. 为破解我国国家安全面临的难题、推进新时代国家安全工作提供了基本遵循;D. 回答了如何解决好大国发展进程中面临的共性安全问题,ABCD
13,True or False,国家安全体系和能力是国家安全制度及其执行力的集中体现。(  ),A. 对;B. 错,A
13,True or False,发展和安全是两件大事，发展解决的是保障问题，安全解决的是动力问题。(  ),A. 对;B. 错,B
13,True or False,总体国家安全观是马克思主义国家安全理论中国化最新成果。(  ),A. 对;B. 错,A
13,True or False,国家安全是民族复兴的根基，经济安全是国家强盛的前提。(  ),A. 对;B. 错,B
13,True or False,政治安全是立国之基。(  ),A. 对;B. 错,B
14,Single Choice,坚持()，是马克思主义建党建军的一条基本原则。,A. 纪律严明;B. 政治建军;C. 党对军队的绝对领导;D. 以人民为中心,C
14,Single Choice,()是提高实战能力的重要途径和抓手，是最直接的军事斗争准备。,A. 战略研究;B. 军事训练;C. 理论学习;D. 带兵打仗,B
14,Single Choice,作风优良是()，关系军队的性质、宗旨、本色。,A. 核心;B. 基础;C. 保证;D. 灵魂,C
14,Single Choice,人民军队是执行党的()的武装集团，党和人民所需就是军队使命任务所系。,A. 军事任务;B. 政治任务;C. 经济任务;D. 根本任务,B
14,Single Choice,()是核心战斗力，是军事发展中最活跃、最具革命性的因素。,A. 科技;B. 制度;C. 人才;D. 武器,A
14,Single Choice,党的十九届五中全会进一步充实了国防和军队现代化的目标任务和发展步骤，明确提出确保()实现建军一百年奋斗目标。,A. 2027年;B. 2035年;C. 本世纪中叶;D. 2025年,A
14,Single Choice,人民军队应牢固树立()这个唯一的根本的标准。,A. 纪律严明;B. 党指挥枪;C. 制度建军;D. 战斗力,D
14,Single Choice,能打胜仗是()核心，反映军队的根本职能和军队建设的根本指向。,A. 保证;B. 基础;C. 核心;D. 灵魂,C
14,Single Choice,()是我们党建军治军基本方式。,A. 制度建军;B. 改革强军;C. 依法治军;D. 人才强军,C
14,Single Choice,()是强军兴军的必由之路，也是决定我军未来的关键一招。,A. 科技强军;B. 政治建军;C. 改革强军;D. 人才强军,C
14,Single Choice,"中国军队坚持()的战略方针,我们从未主动挑起过任何一场战争和冲突，从未侵占别国一寸土地。",A. 联盟;B. 中立;C. 扩张;D. 防御,D
14,Single Choice,()是坚持党对人民军队绝对领导的根本制度和根本实现形式，在党领导军队的一整套制度体系中处于最高层次、居于统领地位。,A. 总理负责制;B. 军委主席负责制;C. 中央负责制;D. 总书记负责制,B
14,Single Choice,()是我军的立军之本，也是最大优势。,A. 政治建军;B. 人才强军;C. 科技强军;D. 改革强军,A
14,Single Choice,()是推动人民军队高质量发展、赢得军事竞争和未来战争主动的关键因素。,A. 武器;B. 人才;C. 改革;D. 科技,B
14,Single Choice,听党指挥是()，决定军队建设的政治方向。,A. 保证;B. 基础;C. 核心;D. 灵魂,D
14,Multiple Choice,()、()是军队的根本价值所在。,A. 听党指挥;B. 纪律严明;C. 打胜仗;D. 能打仗,CD
14,Multiple Choice,()、()，是治军带兵的铁律，也是建设强大军队的基本规律。,A. 严肃军纪;B. 厉行法治;C. 改革强军;D. 政治建军,AB
14,Multiple Choice,国防和军队现代化新“三步走”战略安排分别是()()()。,A. 到2035年基本实现国防和军队现代化.;B. 到本世纪中叶把人民军队全面建成世界一流军队。;C. 到本世纪中叶基本实现国防和军队现代化;D. 到2027年实现建军一百年奋斗目标。,ABD
14,Multiple Choice,人民军队自成立起，就始终为争取()而英勇奋斗。,A. 民族独立;B. 人民幸福;C. 人民解放;D. 国家富强,ABCD
14,Multiple Choice,构建完善的中国特色军事法治体系，形成系统完备、严密高效的()、()、()、()。,A. 军事法规制度体系;B. 军事法治监督体系;C. 军事法治实施体系;D. 军事法治保障体系,ABCD
14,Multiple Choice,到2035年基本实现国防和军队现代化。这一步的关键是实现(),A. 军事人员现代化;B. 军事理论现代化;C. 军队组织形态现代化;D. 武器装备现代化,ABCD
14,Multiple Choice,新的征程上，开创国防和军队现代化新局面，必须全面推进()()()()、依法治军，加快把人民军队建设成为世界一流军队，以更强大的能力、更可靠的手段捍卫国家主权、安全、发展利益。,A. 改革强军;B. 人才强军;C. 政治建军;D. 科技强军,ABCD
14,Multiple Choice,党在新时代的强军目标的提出，体现了我们党一以贯之的建军治军指导思想和方针原则，回答了()()()的重大课题，立起了人民军队作为大国军队、强国军队应有的样子。,A. 强军强什么;B. 为什么强军;C. 强什么军;D. 怎样强军,ABD
14,Multiple Choice,建设()、()和发展利益相适应的巩固国防和强大人民军队，是新时代党和国家事业发展的必然要求。,A. 同国家安全;B. 同我国国际地位相称;C. 同国家富强;D. 同人民幸福,AB
14,Multiple Choice,新时代，我们党全面实施改革强军战略，大刀阔斧深化国防和军队改革，按照()、()、()的总原则改革领导指挥体制。,A. 军队主练;B. 军种主建;C. 军委管总;D. 战区主战,BCD
14,Multiple Choice,建设巩固国防和强大人民军队的原因有()。,A. 当今世界百年未有之大变局加速演进;B. 国际军事竞争日趋激烈;C. 我军需要一场革命性变革;D. 我国处于由大向强发展的关键阶段,ABCD
14,Multiple Choice,党对人民军队的绝对领导，是()、()。,A. 执政之源;B. 建军之本;C. 强军之魂;D. 立党之基,BC
14,Multiple Choice,新的征程上，开创国防和军队现代化新局面，必须全面推进()、()、()、()、()。政治建军、改革强军、科技强军、人才强军、依法治军。,A. 政治建军;B. 科技强军;C. 改革强军;D. 人才强军;E. 依法治军,ABCDE
14,Multiple Choice,全面加强练兵备战需要()、()、()、()。,A. 培育“一不怕苦、二不怕死”的战斗精神;B. 创新军事战略指导;C. 深入推进实战化军事训练;D. 树立战斗力这个唯一的根本的标准,ABCD
14,Multiple Choice,明确党在新时代的强军目标是建设一支()的人民军队，把人民军队建设成为世界一流军队。,A. 能打胜仗;B. 作风优良;C. 听党指挥;D. 艰苦奋斗,ABC
14,True or False,坚持人民至上是人民军队永远不变的军魂。,A. 对;B. 错,B
14,True or False,军政军民团结是实现富国和强军相统一的重要政治保障。,A. 对;B. 错,A
14,True or False,听党指挥是灵魂，决定军队建设的政治方向。,A. 对;B. 错,A
14,True or False,党的十九大提出，到2035年把人民军队全面建成世界一流军队。,A. 对;B. 错,B
14,True or False,政治建军是人民军队的立军之本。,A. 对;B. 错,A
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持“和平统一、一国两制”基本方针，这是统一的()。,A. 实践途径;B. 战略支撑;C. 大政方针;D. 政治基础,C
15,Single Choice,在“一国两制”方针中，全面管治权和高度自治权在本质上是统一的。全面管治权是授权特别行政区高度自治的前提和基础，高度自治权是中央行使全面管治权的()。,A. 体现;B. 核心;C. 途径;D. 方式,A
15,Single Choice,“一国两制”伟大构想，最早是针对()问题提出来的。,A. 台湾;B. 澳门;C. 香港;D. 西藏,A
15,Single Choice,“一国两制”既体现了实现祖国统一、维护国家主权的()，又充分考虑香港、澳门的历史和现实，体现了高度的()。,A. 唯一性，可变性;B. 固定性，不固定性;C. 统一性，多样性;D. 原则性，灵活性,D
15,Single Choice,“一国两制”制度以宪法和基本法为基础，保持香港、澳门原有的资本主义制度和生活方式不变、()基本不变。,A. 治理模式;B. 法律;C. 经济制度;D. 秩序,B
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持党中央对对台工作的集中统一领导，这是统一的()。,A. 基本方向;B. 根本途径;C. 根本保证;D. 基本方针,C
15,Single Choice,在特别行政区中，要坚持以()为核心的行政主导体制，支持行政长官和特别行政区政府依法施政、积极作为。,A. 行政长官;B. 基本法;C. 政府;D. 宪法,A
15,Single Choice,“一国两制”伟大构想，首先运用于解决()问题。,A. 香港和澳门;B. 台湾;C. 澳门;D. 香港,A
15,Single Choice,“一国两制”是中国特色社会主义制度创新的重要成果，这一制度以()为基础。,A. 基本法;B. 特别行政区法;C. 宪法;D. 宪法和基本法,D
15,Single Choice,()，中国政府回复对香港行使主权，香港回到了祖国怀抱。,A. 1997年7月1日;B. 1997年5月1日;C. 1998年7月1日;D. 1998年5月1日,A
15,Single Choice,宪法和基本法共同构成特别行政区的宪制基础，其中宪法是国家根本大法，是特别行政区制度的()。,A. 法律基础;B. 法律核心;C. 法律前提;D. 法律渊源,D
15,Single Choice,“一国两制”方针的最高原则是()。,A. 中国特色社会主义;B. 和平统一;C. 中华民族伟大复兴;D. 维护国家主权、安全和发展利益,D
15,Single Choice,在中央政府、香港特别行政区政府和社会各界的共同努力下，香港已实现由乱到治的重大转折，正处在()的关键时期。,A. 由治及兴;B. 稳步前进;C. 飞速发展;D. 加速发展,A
15,Single Choice,1987年4月13日，中葡两国政府关于澳门问题的联合声明在北京正式签署。()，澳门回到了祖国怀抱。,A. 1999年12月1日;B. 1998年12月1日;C. 1998年7月1日;D. 1999年12月20日,D
15,Single Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持在()进程中推进祖国统一，这是统一的历史方位。,A. 社会主义现代化;B. 中国式现代化;C. 中华民族伟大复兴;D. 适应经济全球化发展趋势,C
15,Multiple Choice,全面贯彻新时代党解决台湾问题的总体方略，必须坚持“和平统一、一国两制”基本方针，这是统一的()，坚持一个中国原则和“九二共识”，这是统一的()，坚持推动另案关系和平发展、融合发展，这是统一的()。,A. 大政方针;B. 根本保证;C. 政治基础;D. 实践途径,ACD
15,Multiple Choice,在中华民族的发展进程中，()始终是全民族的主流价值观。,A. 自强不息;B. 反对分裂;C. 勤劳勇敢;D. 追求统一,BD
15,Multiple Choice,“一国两制”伟大构想体现了中国共产党的政治智慧和开拓创新的勇气，体现了中华民族()的精神特质和中国特色社会主义制度的先进性质。,A. 追求统一;B. 反对分裂;C. 勤劳勇敢;D. 爱好和平,ABD
15,Multiple Choice,中央全力支持香港抓住国家发展带来的历史机遇，主动对接()等国家战略。,A. 粤港澳大湾区建设;B. “一带一路”高质量发展;C. 西部大开发;D. “十四五”规划,ABD
15,Multiple Choice,作为直辖于中央人民政府的香港、澳门特别行政区，享有高度自治权，包括()。,A. 监察权;B. 独立的司法权和终审权;C. 立法权;D. 行政管理权,BCD
15,Multiple Choice,两岸要应通尽通，提升经贸合作畅通、基础设施联通、能源资源互通、行业标准共通，率先实现金门、马祖同福建沿海地区()，推动两岸贸易和台商对大陆投资增长。,A. 通电;B. 通水;C. 通桥;D. 通气,ABCD
15,Multiple Choice,我们坚持一个中国原则和“九二共识”，在此基础上推进同台湾()人士就两岸关系和国家统一开展广泛深入协商，共同推动两岸关系和平发展、推进祖国和平统一进程。,A. 各党派;B. 各阶层;C. 各方面;D. 各界别,ABD
15,Multiple Choice,“一国两制”的根本宗旨是维护国家()，保持香港、澳门长期繁荣稳定。,A. 和平;B. 安全;C. 主权;D. 发展利益,BCD
